(0, [24, 'Luca', 'male', 'Stolnici'])
(2642, [23, 'Anamaria', 'female', 'Arghezi'])
(2643, [45, 'Paulina', 'female', 'Bonciu'])
(2644, [27, 'Kejsi', 'female', 'Bodiul'])
(2645, [28, 'Mariana', 'female', 'Fiscuteanu'])
(2646, [21, 'Renata', 'female', 'Ekmečić'])
(2647, [61, 'Anca', 'female', 'Lăcustă'])
(2648, [19, 'Elena', 'female', 'Lăzărescu'])
(2649, [22, 'Sebastian', 'male', 'Naghi'])
(2650, [22, 'Gregor', 'male', 'Bešlagić'])
(2651, [35, 'Magdalena', 'female', 'Leca'])
(2652, [29, 'Ariana', 'female', 'Mureșan'])
(2653, [19, 'Terezija', 'female', 'Tămaș'])
(2654, [42, 'Tina', 'female', 'Șoitu'])
(2655, [22, 'Idna', 'female', 'Pădurean'])
(2656, [33, 'Iosefina', 'female', 'Runceanu'])
(2657, [42, 'Dino', 'male', 'Covaci'])
(2658, [23, 'Gențiana', 'female', 'Mazilu'])
(2659, [25, 'Gina', 'female', 'Someșan'])
(2660, [22, 'Dina', 'female', 'Poenaru'])
(2661, [18, 'Nicu', 'male', 'Vianu'])
(2662, [18, 'Avdo', 'male', 'Adamache'])
(2663, [28, 'Gabriela', 'female', 'Varzar'])
(2664, [29, 'Corneliu', 'male', 'Șerb'])
(2665, [94, 'Ivona', 'female', 'Sorescu'])
(2666, [67, 'Faruk', 'male', 'Gușă'])
(2667, [23, 'Rebeca', 'female', 'Răducan'])
(2668, [58, 'Alenka', 'female', 'Lipatti'])
(2669, [24, 'Maria', 'female', 'Predojević'])
(2670, [39, 'Benone', 'male', 'Petrescu'])
(2671, [48, 'Fahro', 'male', 'Ungheanu'])
(2672, [40, 'Iancu', 'male', 'Kos'])
(2673, [22, 'Anton', 'male', 'Argetoianu'])
(2674, [18, 'Ivan', 'male', 'Ivănceanu'])
(2675, [37, 'Orgest', 'male', 'Topor'])
(2676, [32, 'Caterina', 'female', 'Mocioni'])
(2677, [20, 'Aleodor', 'male', 'Blănculescu'])
(2678, [30, 'Iridenta', 'female', 'Caramitru'])
(2679, [20, 'Valentina', 'female', 'Zajc'])
(2680, [42, 'Pamfil', 'male', 'Hribar'])
(2681, [35, 'Flavio', 'male', 'Rusu'])
(2682, [22, 'Alina', 'female', 'Rădescu'])
(2683, [32, 'Željko', 'male', 'Dănescu'])
(2684, [28, 'Iuliu', 'male', 'Crețu'])
(2685, [21, 'Costache', 'male', 'Giurescu'])
(2686, [23, 'Anaida', 'female', 'Șerbănescu'])
(2687, [50, 'Vanja', 'male', 'Almaș'])
(2688, [27, 'Octav', 'male', 'Hadžić'])
(2689, [35, 'Aleksandar', 'male', 'Predojević'])
(2690, [33, 'Lia', 'female', 'Drăgan'])
(2691, [57, 'Tiberia', 'female', 'Dejeu'])
(2692, [47, 'David', 'male', 'Mlakar'])
(2693, [35, 'Arnela', 'female', 'Tudan'])
(2694, [23, 'Elisaveta', 'female', 'Chebac'])
(2695, [20, 'Pătru', 'male', 'Oancea'])
(2696, [34, 'Darius', 'male', 'Cernescu'])
(2697, [93, 'Maja', 'female', 'Kuhar'])
(2698, [64, 'Voicu', 'male', 'Malcoci'])
(2699, [63, 'Dino', 'male', 'Olari'])
(2700, [21, 'Zoran', 'male', 'Argeșanu'])
(2701, [33, 'Marin', 'male', 'Padurariu'])
(2702, [20, 'Eleonora', 'female', 'Mehmedbašić'])
(2703, [46, 'Evanghelina', 'female', 'Todea'])
(2704, [43, 'Adonis', 'male', 'Petruș'])
(2705, [42, 'Kenan', 'male', 'Cornescu'])
(2706, [40, 'Neven', 'male', 'Adoc'])
(2707, [68, 'Besa', 'female', 'Gjoni'])
(2708, [18, 'Ghiță', 'male', 'Pogor'])
(2709, [34, 'Bartolomeu', 'male', 'Ivănescu'])
(2710, [21, 'Adrijan', 'male', 'Calotă'])
(2711, [27, 'Ancuța', 'female', 'Iaru'])
(2712, [30, 'Florea', 'male', 'Becali'])
(2713, [24, 'Iuliana', 'female', 'Bădărău'])
(2714, [49, 'Stanislav', 'male', 'Lucaciu'])
(2715, [51, 'Ela', 'female', 'Davidovici'])
(2716, [19, 'Corina', 'female', 'Savin'])
(2717, [27, 'Petru', 'male', 'Panțuru'])
(2718, [25, 'Mevludin', 'male', 'Bucurescu'])
(2719, [33, 'Dida', 'female', 'Filotti'])
(2720, [21, 'Eugen', 'male', 'Dervishi'])
(2721, [32, 'Darius', 'male', 'Cupșa'])
(2722, [27, 'Malvina', 'female', 'Ivașcu'])
(2723, [18, 'Vanja', 'male', 'Caranfil'])
(2724, [19, 'Almir', 'male', 'Croitor'])
(2725, [43, 'Drita', 'female', 'Loshi'])
(2726, [21, 'Darius', 'male', 'Padurariu'])
(2727, [28, 'Armina', 'female', 'Lăcătuș'])
(2728, [37, 'Melina', 'female', 'Rusca'])
(2729, [21, 'Jožef', 'male', 'Radovici'])
(2730, [29, 'Adina', 'female', 'Cazacu'])
(2731, [21, 'Dan', 'male', 'Almașanu'])
(2732, [24, 'Frančiška', 'female', 'Căciulescu'])
(2733, [19, 'Samir', 'male', 'Popescu'])
(2734, [36, 'Liviu', 'male', 'Kovač'])
(2735, [19, 'Diana', 'female', 'Dănescu'])
(2736, [79, 'Ancuța', 'female', 'Koren'])
(2737, [37, 'Sanja', 'female', 'Muraru'])
(2738, [18, 'Francesca', 'female', 'Ghinea'])
(2739, [42, 'Alesia', 'female', 'Grecu'])
(2740, [19, 'Manuela', 'female', 'Sirma'])
(2741, [21, 'Laura', 'female', 'Frashëri'])
(2742, [21, 'Lavinia', 'female', 'Orășan'])
(2743, [19, 'Mustafa', 'male', 'Olinescu'])
(2744, [19, 'Julieta', 'female', 'Stoenescu'])
(2745, [29, 'Rodica', 'female', 'Afrom'])
(2746, [46, 'Miralem', 'male', 'Cîmpeanu'])
(2747, [35, 'Nika', 'female', 'Frashëri'])
(2748, [52, 'Inocențiu', 'male', 'Florea'])
(2749, [29, 'Dražen', 'male', 'Lipă'])
(2750, [20, 'Adrijana', 'female', 'Niculescu'])
(2751, [23, 'Avram', 'male', 'Josan'])
(2752, [19, 'Clara', 'female', 'Buzdugan'])
(2753, [21, 'Boris', 'male', 'Cățoiu'])
(2754, [26, 'Ferdinand', 'male', 'Dobrescu'])
(2755, [23, 'Edin', 'male', 'Ciocârlan'])
(2756, [87, 'Anica', 'female', 'Răducan'])
(2757, [24, 'Mirona', 'female', 'Varo'])
(2758, [30, 'Frančiška', 'female', 'Dejeu'])
(2759, [23, 'Zina', 'female', 'Manoilă'])
(2760, [24, 'Roberta', 'female', 'Agârbiceanu'])
(2761, [26, 'Mateo', 'male', 'Penescu'])
(2762, [48, 'Majda', 'female', 'Buzescu'])
(2763, [21, 'Lucrețiu', 'male', 'Manțog'])
(2764, [34, 'Julia', 'female', 'Chebac'])
(2765, [26, 'Simion', 'male', 'Geambașu'])
(2766, [21, 'Danko', 'male', 'Ogăraru'])
(2767, [27, 'Nijaz', 'male', 'Salihović'])
(2768, [34, 'Inocențiu', 'male', 'Gjoni'])
(2769, [18, 'Iosif', 'male', 'Demiri'])
(2770, [34, 'Gabriel', 'male', 'Bilașco'])
(2771, [20, 'Lara', 'female', 'Muscă'])
(2772, [29, 'Gică', 'male', 'Sassu'])
(2773, [22, 'Fikret', 'male', 'Sabău'])
(2774, [19, 'Voichița', 'female', 'Buzdugan'])
(2775, [83, 'Carina', 'female', 'Bărlea'])
(2776, [32, 'Luis', 'male', 'Pavelescu'])
(2777, [32, 'Sofia', 'female', 'Picior'])
(2778, [49, 'Giorgian', 'male', 'Rusca'])
(2779, [38, 'Eliza', 'female', 'Brașoveanu'])
(2780, [39, 'Anto', 'male', 'Djuvara'])
(2781, [29, 'Adrian', 'male', 'Negreanu'])
(2782, [83, 'Adela', 'female', 'Drăghici'])
(2783, [39, 'Alma', 'female', 'Herța'])
(2784, [29, 'Dumitrana', 'female', 'Ćosić'])
(2785, [22, 'Tudor', 'male', 'Preda'])
(2786, [46, 'Edi', 'male', 'Lupu'])
(2787, [66, 'Profira', 'female', 'Datcu'])
(2788, [45, 'Lascăr', 'male', 'Lambru'])
(2789, [40, 'Clementina', 'female', 'Cihac'])
(2790, [29, 'Lili', 'female', 'Caragiu'])
(2791, [37, 'Alistar', 'male', 'Pascali'])
(2792, [36, 'Ducu', 'male', 'Florianu'])
(2793, [19, 'Branko', 'male', 'Orășan'])
(2794, [55, 'Sorin', 'male', 'Pellea'])
(2795, [26, 'Denis', 'male', 'Fulea'])
(2796, [19, 'Didina', 'female', 'Săvescu'])
(2797, [18, 'Anamaria', 'female', 'Giurescu'])
(2798, [35, 'Ilinca', 'female', 'Hristu'])
(2799, [18, 'Consuela', 'female', 'Doicaru'])
(2800, [22, 'Fadil', 'male', 'Braghiș'])
(2801, [56, 'Flora', 'female', 'Nišić'])
(2802, [29, 'Avdo', 'male', 'Carafoli'])
(2803, [22, 'Lia', 'female', 'Rotariu'])
(2804, [27, 'Mithat', 'male', 'Ciortea'])
(2805, [80, 'Henrieta', 'female', 'Paleru'])
(2806, [25, 'Nika', 'female', 'Poenaru'])
(2807, [18, 'Luminița', 'female', 'Irimescu'])
(2808, [24, 'Drita', 'female', 'Celan'])
(2809, [42, 'Silviu', 'male', 'Panțuru'])
(2810, [35, 'Haralamb', 'male', 'Moroșanu'])
(2811, [26, 'Goran', 'male', 'Radovici'])
(2812, [18, 'Hakija', 'male', 'Chira'])
(2813, [21, 'David', 'male', 'Rotaru'])
(2814, [34, 'Claudiu', 'male', 'Bodescu'])
(2815, [20, 'Gelu', 'male', 'Macovei'])
(2816, [27, 'Natașa', 'female', 'Văleanu'])
(2817, [20, 'Nijaz', 'male', 'Bordea'])
(2818, [23, 'Bogdan', 'male', 'Ogăraru'])
(2819, [77, 'Codrina', 'female', 'Cornea'])
(2820, [18, 'Fabian', 'male', 'Bratu'])
(2821, [35, 'Oliviu', 'male', 'Tăbăraș'])
(2822, [32, 'Benjamin', 'male', 'Vanghelie'])
(2823, [20, 'Petronela', 'female', 'Călugăreanu'])
(2824, [25, 'Bernard', 'male', 'Lah'])
(2825, [25, 'Crina', 'female', 'Bîrlădeanu'])
(2826, [97, 'Ovidiu', 'male', 'Rus'])
(2827, [35, 'Frusina', 'female', 'Andrieș'])
(2828, [39, 'Venera', 'female', 'Djuvara'])
(2829, [27, 'Casiana', 'female', 'Mailat'])
(2830, [56, 'Otilia', 'female', 'Datcu'])
(2831, [27, 'Magdalena', 'female', 'Zupanc'])
(2832, [38, 'Heracleea', 'female', 'Petrič'])
(2833, [27, 'Fiodor', 'male', 'Adamache'])
(2834, [33, 'Pompilia', 'female', 'Dragoș'])
(2835, [23, 'Marta', 'female', 'David'])
(2836, [31, 'Eliza', 'female', 'Rakić'])
(2837, [25, 'Diana', 'female', 'Cardaș'])
(2838, [20, 'Jan', 'male', 'Tutoveanu'])
(2839, [31, 'Petra', 'female', 'Macri'])
(2840, [23, 'Virginia', 'female', 'Bordea'])
(2841, [21, 'Leonard', 'male', 'Moțoc'])
(2842, [22, 'Norbert', 'male', 'Nicoară'])
(2843, [27, 'Alberta', 'female', 'Chirnoagă'])
(2844, [21, 'Nedim', 'male', 'Partoș'])
(2845, [20, 'Timea', 'female', 'Zupanc'])
(2846, [51, 'Cezar', 'male', 'Movilă'])
(2847, [20, 'Iris', 'female', 'Gurakuqi'])
(2848, [20, 'Ghenadie', 'male', 'Bašić'])
(2849, [29, 'Bekir', 'male', 'Mutapčić'])
(2850, [18, 'Edin', 'male', 'Matković'])
(2851, [26, 'Lara', 'female', 'Mutapčić'])
(2852, [20, 'Andreea', 'female', 'Burdujan'])
(2853, [32, 'Titus', 'male', 'Petrescu'])
(2854, [20, 'Virginia', 'female', 'Trifan'])
(2855, [37, 'Toma', 'male', 'Grecu'])
(2856, [94, 'Nermin', 'male', 'Breban'])
(2857, [42, 'Mujo', 'male', 'Stoenescu'])
(2858, [80, 'Noemi', 'female', 'Cernea'])
(2859, [29, 'Enes', 'male', 'Budescu'])
(2860, [19, 'Haris', 'male', 'Cihac'])
(2861, [39, 'Memsudin', 'male', 'Filimon'])
(2862, [46, 'Elodia', 'female', 'Bădărău'])
(2863, [36, 'Nataša', 'female', 'Geambașu'])
(2864, [19, 'Eva', 'female', 'Sabău'])
(2865, [30, 'Jean', 'male', 'Onciu'])
(2866, [20, 'Paraschiva', 'female', 'Găină'])
(2867, [54, 'Ivan', 'male', 'Alifantis'])
(2868, [23, 'Liliana', 'female', 'Popovici'])
(2869, [19, 'Maia', 'female', 'Posteucă'])
(2870, [46, 'Franc', 'male', 'Amânar'])
(2871, [23, 'Crenguța', 'female', 'Davidovici'])
(2872, [22, 'Simion', 'male', 'Urs'])
(2873, [57, 'Amir', 'male', 'Nadarević'])
(2874, [73, 'Iurie', 'male', 'Amânar'])
(2875, [21, 'Anuța', 'female', 'Mutapčić'])
(2876, [21, 'Cecilia', 'female', 'Tahirović'])
(2877, [19, 'Doriana', 'female', 'Dervishi'])
(2878, [44, 'Orgest', 'male', 'Burcă'])
(2879, [45, 'Stan', 'male', 'Popovici'])
(2880, [32, 'Dora', 'female', 'Adameșteanu'])
(2881, [22, 'Roxelana', 'female', 'Baragadiru'])
(2882, [19, 'Pătru', 'male', 'Cîndea'])
(2883, [57, 'Mehmet', 'male', 'Șerbu'])
(2884, [28, 'Flora', 'female', 'Dobroiu'])
(2885, [18, 'Angela', 'female', 'Gurakuqi'])
(2886, [21, 'Barbara', 'female', 'Rotariu'])
(2887, [25, 'Kenan', 'male', 'Petruț'])
(2888, [45, 'Doina', 'female', 'Barbu'])
(2889, [41, 'Luca', 'male', 'Morar'])
(2890, [86, 'Ștefania', 'female', 'Orleanu'])
(2891, [22, 'Codrin', 'male', 'Bunea'])
(2892, [31, 'Arian', 'male', 'Manțog'])
(2893, [63, 'Alex', 'male', 'Naghi'])
(2894, [32, 'Frusina', 'female', 'Braghiș'])
(2895, [20, 'Arian', 'male', 'Sidran'])
(2896, [23, 'Florentina', 'female', 'Morțun'])
(2897, [24, 'Bogdan', 'male', 'Divjak'])
(2898, [27, 'Belmina', 'female', 'Cornea'])
(2899, [25, 'Pompiliu', 'male', 'Mureșanu'])
(2900, [34, 'Simina', 'female', 'Olinescu'])
(2901, [37, 'Rafila', 'female', 'Fulga'])
(2902, [64, 'Ghenadie', 'male', 'Socolescu'])
(2903, [40, 'Nelu', 'male', 'Giulian'])
(2904, [44, 'Corvin', 'male', 'Buhuș'])
(2905, [78, 'Petrică', 'male', 'Deleanu'])
(2906, [19, 'Matej', 'male', 'Murgeanu'])
(2907, [38, 'Aleš', 'male', 'Oblak'])
(2908, [21, 'Andrei', 'male', 'Armășescu'])
(2909, [22, 'Adelina', 'female', 'Bodnăraș'])
(2910, [44, 'Nihad', 'male', 'Josan'])
(2911, [22, 'Paula', 'female', 'Filotti'])
(2912, [25, 'Paulica', 'female', 'Doicaru'])
(2913, [23, 'Vedran', 'male', 'Vanghelie'])
(2914, [26, 'Narcisa', 'female', 'Radovici'])
(2915, [36, 'Nina', 'female', 'Poenaru'])
(2916, [29, 'Lela', 'female', 'Huidu'])
(2917, [34, 'Dumitra', 'female', 'Șchiopu'])
(2918, [56, 'Maida', 'female', 'Lipatti'])
(2919, [30, 'Katja', 'female', 'Fătu'])
(2920, [23, 'Severina', 'female', 'Zupanc'])
(2921, [26, 'Enes', 'male', 'Vânătoru'])
(2922, [18, 'Mila', 'female', 'Firulescu'])
(2923, [54, 'Astrid', 'female', 'Kolar'])
(2924, [86, 'Iosefina', 'female', 'Noica'])
(2925, [24, 'Claudiu', 'male', 'Fulea'])
(2926, [58, 'Miralem', 'male', 'Frashëri'])
(2927, [26, 'Majda', 'female', 'Coandă'])
(2928, [67, 'Constantin', 'male', 'Eșanu'])
(2929, [25, 'Marko', 'male', 'De la Marina'])
(2930, [33, 'Sanja', 'female', 'Kusturica'])
(2931, [18, 'Amza', 'male', 'Cîndea'])
(2932, [26, 'Zoe', 'female', 'Arnăutu'])
(2933, [37, 'Petronela', 'female', 'Hadžić'])
(2934, [18, 'Rodica', 'female', 'Musaj'])
(2935, [87, 'Claudiu', 'male', 'Lupulescu'])
(2936, [18, 'Kerim', 'male', 'Predoiu'])
(2937, [20, 'Faruk', 'male', 'Brânzan'])
(2938, [21, 'Cristina', 'female', 'Bratu'])
(2939, [20, 'Margareta', 'female', 'Lupu'])
(2940, [43, 'Dorina', 'female', 'Buzescu'])
(2941, [22, 'Esned', 'male', 'Puțuri'])
(2942, [26, 'Aurelian', 'male', 'Tudose'])
(2943, [19, 'Alin', 'male', 'Dolha'])
(2944, [31, 'Traian', 'male', 'Almașanu'])
(2945, [43, 'Mehmed', 'male', 'Žagar'])
(2946, [44, 'Esad', 'male', 'Mandić'])
(2947, [24, 'Henrieta', 'female', 'Ciobanu'])
(2948, [40, 'Mojca', 'female', 'Moroșanu'])
(2949, [45, 'Marijo', 'male', 'Aderca'])
(2950, [61, 'Constanța', 'female', 'Racoveanu'])
(2951, [40, 'Barbu', 'male', 'Ispas'])
(2952, [37, 'Zaharia', 'female', 'Enescu'])
(2953, [19, 'Saveta', 'female', 'Argeșanu'])
(2954, [21, 'Iris', 'female', 'Dobrin'])
(2955, [66, 'Marcheta', 'female', 'Câmpineanu'])
(2956, [40, 'Aglaia', 'female', 'Edeleanu'])
(2957, [21, 'Peter', 'male', 'Bădulescu'])
(2958, [22, 'Angel', 'male', 'Bârcianu'])
(2959, [18, 'Sânziana', 'female', 'Cihac'])
(2960, [20, 'Florența', 'female', 'Kola'])
(2961, [43, 'Mirjana', 'female', 'Burcă'])
(2962, [44, 'Luka', 'male', 'Odobescu'])
(2963, [29, 'Ana', 'female', 'Mihăileanu'])
(2964, [18, 'Endri', 'male', 'Maican'])
(2965, [19, 'Eliza', 'female', 'Mlakar'])
(2966, [42, 'Hakija', 'male', 'Brumaru'])
(2967, [25, 'Demetra', 'female', 'Găină'])
(2968, [32, 'Anto', 'male', 'Bănică'])
(2969, [98, 'Venera', 'female', 'Lupea'])
(2970, [36, 'Teodor', 'male', 'Honcescu'])
(2971, [28, 'Slaven', 'male', 'Sandu'])
(2972, [18, 'Emilia', 'female', 'Dervishi'])
(2973, [24, 'Belmina', 'female', 'Stolnici'])
(2974, [82, 'Frusina', 'female', 'Pirc'])
(2975, [19, 'Ismet', 'male', 'Gudelj'])
(2976, [29, 'Malvina', 'female', 'Kastelic'])
(2977, [20, 'Suzana', 'female', 'Dragoș'])
(2978, [20, 'Daniel', 'male', 'Rațiu'])
(2979, [31, 'Mateo', 'male', 'Zupan'])
(2980, [21, 'George', 'male', 'Braghiș'])
(2981, [23, 'Mateja', 'female', 'Berindei'])
(2982, [21, 'Lana', 'female', 'Russo'])
(2983, [22, 'Constantina', 'female', 'Lupu'])
(2984, [26, 'Vera', 'female', 'Kos'])
(2985, [34, 'Maida', 'female', 'Goga'])
(2986, [20, 'Orgest', 'male', 'Muscalu'])
(2987, [46, 'Dorinel', 'male', 'Brumaru'])
(2988, [33, 'Branko', 'male', 'Neaga'])
(2989, [48, 'Samir', 'male', 'Cenușaru'])
(2990, [18, 'Matej', 'male', 'Burdujan'])
(2991, [31, 'Elvir', 'male', 'Groșescu'])
(2992, [21, 'Marta', 'female', 'Turk'])
(2993, [24, 'Despina', 'female', 'Bușilă'])
(2994, [20, 'Fiona', 'female', 'Bălceanu'])
(2995, [35, 'Natalia', 'female', 'Bogza'])
(2996, [98, 'Claudiu', 'male', 'Pădurețu'])
(2997, [18, 'Hajro', 'male', 'Brahimi'])
(2998, [26, 'Flavio', 'male', 'Turković'])
(2999, [31, 'Timur', 'male', 'Ștefănescu'])
(3000, [24, 'Iuliu', 'male', 'Câmpeanu'])
(3001, [45, 'Vasilica', 'female', 'Păunescu'])
(3002, [75, 'Iuliana', 'female', 'Raksi'])
(3003, [18, 'Bisera', 'female', 'Pellea'])
(3004, [18, 'Lidia', 'female', 'Dolha'])
(3005, [35, 'Oliviu', 'male', 'Ghideanu'])
(3006, [23, 'Florin', 'male', 'Hristu'])
(3007, [53, 'Nicușor', 'male', 'Cucu'])
(3008, [27, 'Anastasia', 'female', 'Nicoară'])
(3009, [46, 'Bojan', 'male', 'Afrom'])
(3010, [23, 'Catinca', 'female', 'Sassu'])
(3011, [23, 'Lidia', 'female', 'Dănescu'])
(3012, [37, 'Stan', 'male', 'Albu'])
(3013, [24, 'Antim', 'male', 'Eșanu'])
(3014, [34, 'Nora', 'female', 'Barna'])
(3015, [60, 'Georgia', 'female', 'Agaparian'])
(3016, [97, 'Simion', 'male', 'Pădurean'])
(3017, [20, 'Ana', 'female', 'Matković'])
(3018, [42, 'Roland', 'male', 'Fugaru'])
(3019, [25, 'Atena', 'female', 'Honcescu'])
(3020, [27, 'Vlaicu', 'male', 'De la Marina'])
(3021, [27, 'Iacob', 'male', 'Buzescu'])
(3022, [30, 'Codruț', 'male', 'Divjak'])
(3023, [69, 'Arsenie', 'male', 'Bolić'])
(3024, [37, 'Ermir', 'male', 'Dumbrăveanu'])
(3025, [25, 'Emilian', 'male', 'Bolić'])
(3026, [21, 'Aneta', 'female', 'Pușcaș'])
(3027, [19, 'Doriana', 'female', 'Pârvulescu'])
(3028, [33, 'Dina', 'female', 'Baciu'])
(3029, [21, 'Codruț', 'male', 'Afrom'])
(3030, [21, 'Miralem', 'male', 'Groșescu'])
(3031, [22, 'Ilinca', 'female', 'Ivănceanu'])
(3032, [37, 'Saimir', 'male', 'Butoi'])
(3033, [18, 'Minodora', 'female', 'Brateș'])
(3034, [23, 'Mona', 'female', 'Iacobescu'])
(3035, [34, 'Mehmet', 'male', 'Iaru'])
(3036, [21, 'Ciprian', 'male', 'Bešlagić'])
(3037, [37, 'Daiana', 'female', 'Mărginean'])
(3038, [69, 'Gică', 'male', 'Čorbadžić'])
(3039, [18, 'Tjaša', 'female', 'Božič'])
(3040, [26, 'Viorica', 'female', 'Salatić'])
(3041, [25, 'Avdo', 'male', 'Bercu'])
(3042, [38, 'Dina', 'female', 'Niculescu'])
(3043, [33, 'Tudor', 'male', 'Potočnik'])
(3044, [41, 'Esad', 'male', 'Urs'])
(3045, [27, 'Horea', 'male', 'Ungureanu'])
(3046, [45, 'Janeta', 'female', 'Proca'])
(3047, [57, 'Caius', 'male', 'Botescu'])
(3048, [19, 'Adela', 'female', 'Muscă'])
(3049, [27, 'Eugen', 'male', 'Kola'])
(3050, [28, 'Codruț', 'male', 'Țîrle'])
(3051, [24, 'Toma', 'male', 'Chihaia'])
(3052, [21, 'Xenia', 'female', 'Vîlcu'])
(3053, [19, 'Amedeu', 'male', 'Ciucurescu'])
(3054, [32, 'Pătru', 'male', 'Arnăutu'])
(3055, [54, 'Pamela', 'female', 'Salatić'])
(3056, [26, 'Dana', 'female', 'Caranfil'])
(3057, [22, 'Vladimir', 'male', 'Pârvu'])
(3058, [33, 'Mustafa', 'male', 'Slaivici'])
(3059, [41, 'Adi', 'male', 'Lăzărescu'])
(3060, [48, 'Slaven', 'male', 'Drăghiceanu'])
(3061, [23, 'Florea', 'male', 'Șelmaru'])
(3062, [25, 'Norica', 'female', 'Ciucurescu'])
(3063, [19, 'Carol', 'male', 'Gliga'])
(3064, [45, 'Omar', 'male', 'Hrovat'])
(3065, [25, 'Rica', 'female', 'Argetoianu'])
(3066, [27, 'Cristofor', 'male', 'Hurezeanu'])
(3067, [19, 'Amel', 'male', 'Prelipceanu'])
(3068, [60, 'Alma', 'female', 'Câmpeanu'])
(3069, [25, 'Samra', 'female', 'Grecescu'])
(3070, [35, 'Eduard', 'male', 'Sidran'])
(3071, [45, 'Lorena', 'female', 'Varzar'])
(3072, [31, 'Margareta', 'female', 'Zupan'])
(3073, [36, 'Manuela', 'female', 'Trifan'])
(3074, [19, 'Aurică', 'male', 'Shyti'])
(3075, [27, 'Victor', 'male', 'Barna'])
(3076, [39, 'Katja', 'female', 'Neagu'])
(3077, [18, 'Jean', 'male', 'Proca'])
(3078, [19, 'Adam', 'male', 'Grozescu'])
(3079, [45, 'Celia', 'female', 'Mărginean'])
(3080, [21, 'Pătru', 'male', 'Enache'])
(3081, [34, 'Fabia', 'female', 'Koroman'])
(3082, [21, 'Ofelia', 'female', 'Brătianu'])
(3083, [25, 'Darko', 'male', 'Bodiul'])
(3084, [36, 'Eduard', 'male', 'Macovei'])
(3085, [19, 'Carolina', 'female', 'Cioabă'])
(3086, [18, 'Hana', 'female', 'Braghiș'])
(3087, [21, 'Sabrina', 'female', 'Robu'])
(3088, [36, 'Robert', 'male', 'Mihăileanu'])
(3089, [39, 'Casanda', 'female', 'Tahirović'])
(3090, [31, 'Corina', 'female', 'Nicoară'])
(3091, [28, 'Fiodor', 'male', 'Bucurescu'])
(3092, [54, 'Aida', 'female', 'Lucescu'])
(3093, [19, 'Venera', 'female', 'Ciucurescu'])
(3094, [35, 'Miralem', 'male', 'Bodnăraș'])
(3095, [53, 'Maida', 'female', 'Hurezeanu'])
(3096, [20, 'Amalia', 'female', 'Bejenaru'])
(3097, [32, 'Viorel', 'male', 'Deleanu'])
(3098, [44, 'Sebastian', 'male', 'Dragoș'])
(3099, [33, 'Otilia', 'female', 'Preoteasa'])
(3100, [19, 'Uroš', 'male', 'Brașoveanu'])
(3101, [25, 'Amra', 'female', 'Sîrghie'])
(3102, [20, 'Marian', 'male', 'Sidran'])
(3103, [20, 'Alebn', 'male', 'Sirma'])
(3104, [23, 'Milan', 'male', 'Ciorbea'])
(3105, [43, 'Constantina', 'female', 'Țăranu'])
(3106, [18, 'Camelia', 'female', 'Făgărășanu'])
(3107, [26, 'Petronela', 'female', 'Izetbegović'])
(3108, [19, 'Ivana', 'female', 'Ekmečić'])
(3109, [24, 'Nika', 'female', 'Brânzan'])
(3110, [34, 'Armina', 'female', 'Vianu'])
(3111, [19, 'Gregorian', 'male', 'Gănescu'])
(3112, [41, 'Emal', 'male', 'Almaș'])
(3113, [33, 'Ivona', 'female', 'Ivănceanu'])
(3114, [62, 'Špela', 'female', 'Ionescu'])
(3115, [19, 'Antonie', 'male', 'Dobrescu'])
(3116, [22, 'Endri', 'male', 'Țîrle'])
(3117, [18, 'Rok', 'male', 'Șelmaru'])
(3118, [31, 'Tina', 'female', 'Ćosić'])
(3119, [20, 'Dina', 'female', 'Tomoioagă'])
(3120, [86, 'Kerim', 'male', 'Benga'])
(3121, [20, 'Adelaida', 'female', 'Almaș'])
(3122, [39, 'Edin', 'male', 'Romanescu'])
(3123, [28, 'Milena', 'female', 'Pacepa'])
(3124, [25, 'Carla', 'female', 'Shyti'])
(3125, [33, 'Majda', 'female', 'Șerb'])
(3126, [19, 'Laura', 'female', 'Bozga'])
(3127, [35, 'Viorel', 'male', 'Tudorache'])
(3128, [55, 'Adelin', 'male', 'Buzescu'])
(3129, [18, 'Vasilica', 'female', 'Liiceanu'])
(3130, [36, 'Nenad', 'male', 'Mogoș'])
(3131, [20, 'Eva', 'female', 'Coandă'])
(3132, [29, 'Miruna', 'female', 'Mitu'])
(3133, [18, 'Traian', 'male', 'Pițurcă'])
(3134, [60, 'Dana', 'female', 'Mitu'])
(3135, [28, 'Veta', 'female', 'Luchian'])
(3136, [96, 'Marcel', 'male', 'David'])
(3137, [25, 'Kristina', 'female', 'Cenușaru'])
(3138, [31, 'Veronica', 'female', 'Balašević'])
(3139, [33, 'Otilia', 'female', 'Teodorașcu'])
(3140, [26, 'Margareta', 'female', 'Mumu'])
(3141, [50, 'Lăcrămioara', 'female', 'Țuțea'])
(3142, [30, 'Alin', 'male', 'Majstorović'])
(3143, [30, 'Špela', 'female', 'Miculescu'])
(3144, [19, 'Cornel', 'male', 'Medved'])
(3145, [18, 'Ofelia', 'female', 'Goga'])
(3146, [51, 'Crenguța', 'female', 'Partoș'])
